campaign,date,impressions,adClicks,adCost,CPC,CTR,costPerConversion,newVisits,visits,bounces,organicSearches
Nissan Almera SEM Jun-July 2013,20130706,29952,1338,8156.95,6.10,4.47,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130707,32999,1447,8143.9,5.63,4.38,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130708,34122,1437,8608.84,5.99,4.21,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130709,31728,1398,8523,6.10,4.41,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130710,29474,1191,8416.36,7.07,4.04,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130711,28100,1114,8255.41,7.41,3.96,0.00,0,0,0,0
Nissan Almera SEM Jun-July 2013,20130712,508,28,209.09,7.47,5.51,0.00,0,0,0,0
Nissan Juke,20131126,34552,2960,18785.47,6.35,8.57,2348.18,2574,3542,41,0
Nissan Juke,20131127,71860,11480,17826.21,1.55,15.98,713.05,2550,3829,49,0
Nissan Juke,20131128,60453,9549,16298.68,1.71,15.80,651.95,2000,3033,90,0
Nissan Juke,20131129,70026,8612,12648.32,1.47,12.30,790.52,1836,2820,49,0
Nissan Juke,20131130,58854,7247,12145.26,1.68,12.31,485.81,4985,6313,164,0
Nissan Juke,20131201,3888,350,2221.92,6.35,9.00,45.35,3976,5067,180,0
Nissan Juke,20131202,16663,1338,2570.73,1.92,8.03,102.83,1222,1918,41,0
Nissan Juke,20131203,13292,1182,2362.14,2.00,8.89,71.58,3394,4345,115,0
Nissan Juke,20131204,10284,741,2356.22,3.18,7.21,94.25,3222,4239,156,0
Nissan Juke,20131205,13678,614,2275.82,3.71,4.49,142.24,959,1566,49,0
Nissan Juke,20131206,10608,651,2198.41,3.38,6.14,87.94,3148,4230,90,0
Nissan Juke,20131207,12516,776,2159.11,2.78,6.20,86.36,1140,2009,33,0
Nissan Juke,20131208,10072,679,2163.41,3.19,6.74,135.21,1025,1574,16,0
Nissan Juke,20131209,10868,691,2244.79,3.25,6.36,0.00,1295,1984,49,0
Nissan Juke,20131210,8436,470,2238.68,4.76,5.57,279.84,738,1386,41,0
Nissan Juke,20131211,10022,550,2193.07,3.99,5.49,53.49,877,1459,16,0
Nissan Juke,20131212,10187,658,2162.29,3.29,6.46,135.14,1197,1853,25,0
Nissan Juke,20131213,9303,522,2031.21,3.89,5.61,253.90,1148,1755,25,0
Nissan Juke,20131214,8950,519,1952.44,3.76,5.80,244.06,976,1525,33,0
Nissan Juke,20131215,11069,632,1982.39,3.14,5.71,123.90,697,1222,25,0
Nissan Juke,20131216,12305,747,2205.1,2.95,6.07,53.78,902,1476,33,0
Nissan Juke,20131217,10891,680,2147.65,3.16,6.24,268.46,869,1336,16,0
Nissan Juke,20131218,10543,397,2144.5,5.40,3.77,268.06,607,1000,57,0
Nissan Juke,20131219,7957,414,2055.5,4.96,5.20,128.47,787,1140,25,0
Nissan Juke,20131220,8431,433,2541.82,5.87,5.14,0.00,623,1008,49,0
Nissan Juke,20131221,7129,373,2396.35,6.42,5.23,149.77,549,943,49,0
Nissan Juke,20131222,8553,392,2372.88,6.05,4.58,0.00,615,894,33,0
Nissan Juke,20131223,8815,396,2385.2,6.02,4.49,0.00,615,1090,57,0
Nissan Juke,20131224,10516,393,2350.64,5.98,3.74,0.00,590,910,8,0
Nissan Juke,20131225,6921,325,2027.15,6.24,4.70,81.09,517,812,33,0
Nissan Juke,20131226,0,0,0,0.00,0.00,0.00,238,443,25,0
Nissan Juke,20131227,0,0,0,0.00,0.00,0.00,180,336,25,0
Nissan Juke,20131228,0,0,0,0.00,0.00,0.00,271,451,0,0
Nissan Juke,20131229,0,0,0,0.00,0.00,0.00,197,361,8,0
Nissan Juke,20131230,0,0,0,0.00,0.00,0.00,246,435,8,0
Nissan Juke,20131231,0,0,0,0.00,0.00,0.00,139,336,0,0
Nissan Juke,20140101,0,0,0,0.00,0.00,0.00,230,443,0,0
Nissan Juke,20140102,0,0,0,0.00,0.00,0.00,353,607,49,0
Nissan Juke,20140103,0,0,0,0.00,0.00,0.00,385,656,25,0
Nissan Juke,20140104,0,0,0,0.00,0.00,0.00,246,525,25,0
Nissan Juke,20140105,0,0,0,0.00,0.00,0.00,303,484,25,0
Nissan Juke,20140106,0,0,0,0.00,0.00,0.00,394,680,49,0
Nissan Juke,20140107,0,0,0,0.00,0.00,0.00,443,664,25,0
Nissan Juke,20140108,0,0,0,0.00,0.00,0.00,508,820,25,0
Nissan Juke,20140109,0,0,0,0.00,0.00,0.00,394,672,49,0
Nissan Juke,20140110,0,0,0,0.00,0.00,0.00,361,639,25,0
Nissan Juke,20140111,0,0,0,0.00,0.00,0.00,295,549,41,0
Nissan Juke,20140112,0,0,0,0.00,0.00,0.00,295,558,16,0
Nissan Juke,20140113,0,0,0,0.00,0.00,0.00,476,738,49,0
Nissan Juke,20140114,13295,548,3515.31,6.41,4.12,219.71,1394,1812,33,0
Nissan Juke,20140115,33808,1589,10294.08,6.48,4.70,1286.76,1484,2099,49,0
Nissan Juke,20140116,20239,1529,10185.96,6.66,7.55,636.62,1550,2115,49,0
Nissan Juke,20140117,14832,1260,9971.94,7.91,8.50,1246.49,1468,1976,57,0
Nissan Juke,20140118,14902,1207,9984.29,8.27,8.10,399.37,1312,1869,33,0
Nissan Juke,20140119,15817,1312,9986.07,7.61,8.29,0.00,1164,1804,25,0
Nissan Juke,20140120,22399,1053,8412.9,7.99,4.70,525.81,1156,1820,57,0
Nissan Juke,20140121,3303,129,515.42,4.00,3.91,64.43,967,1459,25,0
Nissan Juke,20140122,2364,159,491.67,3.09,6.73,61.46,754,1410,41,0
Nissan Juke,20140123,2315,105,490.28,4.67,4.54,19.61,828,1361,49,0
Nissan Juke,20140124,2551,141,491.23,3.48,5.53,0.00,894,1361,16,0
Nissan Juke,20140125,2421,130,417.31,3.21,5.37,0.00,779,1263,41,0
Nissan Juke,20140126,1981,99,284.92,2.88,5.00,0.00,713,1181,16,0
Nissan Juke,20140127,1517,81,295.71,3.65,5.34,36.96,648,1025,41,0
Nissan Juke,20140128,1733,111,306.25,2.76,6.41,0.00,558,967,16,0
Nissan Juke,20140129,1460,87,315.52,3.63,5.96,39.44,713,1074,33,0
Nissan Juke,20140130,2578,158,302,1.91,6.13,0.00,402,762,25,0
Nissan Juke,20140131,2225,99,277.04,2.80,4.45,17.32,762,1172,41,0
Nissan Juke,20140201,3204,191,906.4,4.75,5.96,56.65,607,1115,57,0
Nissan Juke,20140202,2594,173,902.06,5.21,6.67,112.76,631,1066,25,0
Nissan Juke,20140203,2903,202,965.64,4.78,6.96,0.00,771,1066,16,0
Nissan Juke,20140204,3467,233,956.05,4.10,6.72,119.51,574,951,0,0
Nissan Juke,20140205,8843,620,4380.7,7.07,7.01,547.59,615,1017,16,0
Nissan Juke,20140206,8191,640,4314.94,6.74,7.81,539.37,926,1451,49,0
Nissan Juke,20140207,7653,634,4234.96,6.68,8.28,529.37,877,1451,57,0
Nissan Juke,20140208,6899,630,4231.1,6.72,9.13,0.00,713,1131,41,0
Nissan Juke,20140209,7606,611,4247.03,6.95,8.03,265.44,730,1099,41,0
Nissan Juke,20140210,7301,672,4437.58,6.60,9.20,554.70,656,1107,74,0
Nissan Juke,20140211,6114,531,3638.4,6.85,8.68,0.00,615,1033,16,0
Nissan Juke,20140212,7260,678,3558.95,5.25,9.34,222.43,598,1041,16,0
Nissan Juke,20140213,5351,454,3022.45,6.66,8.48,0.00,279,574,16,0
Nissan Juke Trailer,20131125,969097,0,60241.3,0.00,0.00,0.00,0,0,0,0
Nissan Juke Trailer,20131126,975523,0,61489,0.00,0.00,0.00,0,0,0,0
Nissan Juke contextual GDN,20131126,68493,414,3038.32,7.34,0.60,0.00,0,0,0,0
Nissan Juke contextual GDN,20131127,384510,1299,7378.62,5.68,0.34,0.00,0,0,0,0
Nissan Juke contextual GDN,20131128,324717,1384,6767.7,4.89,0.43,0.00,0,0,0,0
Nissan Juke contextual GDN,20131129,186517,1064,5235.01,4.92,0.57,0.00,0,0,0,0
Nissan Juke contextual GDN,20131130,245089,1131,5006.36,4.43,0.46,0.00,0,0,0,0
Nissan Juke contextual GDN,20131201,81547,174,803.8,4.62,0.21,0.00,0,0,0,0
Nissan Juke contextual GDN,20131202,58640,192,932.92,4.86,0.33,0.00,0,0,0,0
Nissan Juke contextual GDN,20131203,32879,182,871.53,4.79,0.55,0.00,0,0,0,0
Nissan Juke contextual GDN,20131204,33592,202,861.5,4.26,0.60,0.00,16,16,0,0
Nissan Juke contextual GDN,20131205,40783,205,830.12,4.05,0.50,0.00,131,180,0,0
Nissan Juke contextual GDN,20131206,34506,186,792.46,4.26,0.54,49.53,123,221,0,0
Nissan Juke contextual GDN,20131207,32412,161,784.84,4.87,0.50,0.00,74,123,0,0
Nissan Juke contextual GDN,20131208,32492,159,794.22,5.00,0.49,0.00,123,148,0,0
Nissan Juke contextual GDN,20131209,31626,141,819.21,5.81,0.45,0.00,98,148,0,0
Nissan Juke contextual GDN,20131210,86065,147,809.17,5.50,0.17,0.00,66,98,8,0
Nissan Juke contextual GDN,20131211,33703,147,805.87,5.48,0.44,0.00,16,66,0,0
Nissan Juke contextual GDN,20131212,44113,167,825.54,4.94,0.38,103.19,115,172,0,0
Nissan Juke contextual GDN,20131213,28651,130,753.26,5.79,0.45,0.00,74,90,0,0
Nissan Juke contextual GDN,20131214,32731,150,732.04,4.88,0.46,0.00,82,148,0,0
Nissan Juke contextual GDN,20131215,45606,168,736.18,4.38,0.37,0.00,148,205,8,0
Nissan Juke contextual GDN,20131216,42427,174,821.8,4.72,0.41,0.00,90,180,0,0
Nissan Juke contextual GDN,20131217,38619,153,795.89,5.20,0.40,0.00,66,107,0,0
Nissan Juke contextual GDN,20131218,42419,150,787.62,5.25,0.35,0.00,139,172,8,0
Nissan Juke contextual GDN,20131219,37776,136,761.34,5.60,0.36,0.00,66,123,0,0
Nissan Juke contextual GDN,20131220,41236,153,849.26,5.55,0.37,106.16,74,107,0,0
Nissan Juke contextual GDN,20131221,41797,167,790.19,4.73,0.40,0.00,148,180,8,0
Nissan Juke contextual GDN,20131222,48306,159,796.78,5.01,0.33,0.00,90,115,0,0
Nissan Juke contextual GDN,20131223,111602,119,791.79,6.65,0.11,98.97,66,131,0,0
Nissan Juke contextual GDN,20131224,40318,140,794.25,5.67,0.35,0.00,82,123,8,0
Nissan Juke contextual GDN,20131225,31598,92,523.78,5.69,0.29,0.00,33,57,0,0
Nissan Juke contextual GDN,20131227,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Juke contextual GDN,20140104,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Juke contextual GDN,20140114,141675,176,835.1,4.74,0.12,0.00,123,131,0,0
Nissan Juke contextual GDN,20140115,80554,157,793.23,5.05,0.19,0.00,33,82,0,0
Nissan Juke contextual GDN,20140116,47349,142,787.75,5.55,0.30,0.00,74,90,0,0
Nissan Juke contextual GDN,20140117,43477,134,769.7,5.74,0.31,0.00,57,66,0,0
Nissan Juke contextual GDN,20140118,32985,135,773.51,5.73,0.41,0.00,98,115,0,0
Nissan Juke contextual GDN,20140119,33976,144,770.08,5.35,0.42,0.00,49,139,0,0
Nissan Juke contextual GDN,20140120,46181,132,735.23,5.57,0.29,0.00,41,49,0,0
Nissan Juke contextual GDN,20140121,51418,87,512.2,5.89,0.17,0.00,25,41,0,0
Nissan Juke contextual GDN,20140122,27808,88,491.38,5.58,0.32,0.00,33,33,0,0
Nissan Juke contextual GDN,20140123,21990,87,484.69,5.57,0.40,0.00,41,41,0,0
Nissan Juke contextual GDN,20140124,18991,88,489.4,5.56,0.46,0.00,33,41,0,0
Nissan Juke contextual GDN,20140125,45985,108,585.32,5.42,0.23,0.00,25,33,0,0
Nissan Juke contextual GDN,20140126,26491,110,583.27,5.30,0.42,0.00,33,41,0,0
Nissan Juke contextual GDN,20140127,22756,98,593.14,6.05,0.43,0.00,90,107,0,0
Nissan Juke contextual GDN,20140128,26234,107,614.83,5.75,0.41,0.00,57,66,0,0
Nissan Juke contextual GDN,20140129,66359,92,612.94,6.66,0.14,0.00,74,90,0,0
Nissan Juke contextual GDN,20140130,24317,98,616.4,6.29,0.40,0.00,66,82,0,0
Nissan Juke contextual GDN,20140131,21830,98,555.44,5.67,0.45,0.00,66,74,0,0
Nissan Juke contextual GDN,20140201,22041,106,535.2,5.05,0.48,66.90,49,57,8,0
Nissan Juke contextual GDN,20140202,23595,112,537.23,4.80,0.47,0.00,66,82,0,0
Nissan Juke contextual GDN,20140203,23147,108,583.17,5.40,0.47,0.00,25,25,0,0
Nissan Juke contextual GDN,20140204,31570,106,563.2,5.31,0.34,0.00,33,33,0,0
Nissan Juke contextual GDN,20140205,18600,87,549.7,6.32,0.47,0.00,90,131,0,0
Nissan Juke contextual GDN,20140206,20419,89,547.49,6.15,0.44,34.22,90,131,8,0
Nissan Juke contextual GDN,20140207,25190,117,531.43,4.54,0.46,0.00,49,49,0,0
Nissan Juke contextual GDN,20140208,52362,85,523.55,6.16,0.16,0.00,16,49,0,0
Nissan Juke contextual GDN,20140209,23183,109,546.71,5.02,0.47,0.00,25,33,0,0
Nissan Juke contextual GDN,20140210,80030,100,571.82,5.72,0.12,0.00,90,123,8,0
Nissan Juke contextual GDN,20140211,76491,94,534.12,5.68,0.12,0.00,66,90,0,0
Nissan Juke contextual GDN,20140212,24311,75,381.47,5.09,0.31,0.00,16,16,0,0
Nissan Juke contextual GDN,20140213,12668,57,330.68,5.80,0.45,0.00,49,74,0,0
Nissan Juke topic GDN,20131126,701358,1481,8466.31,5.72,0.21,0.00,0,0,0,0
Nissan Juke topic GDN,20131127,880889,1249,7901.46,6.33,0.14,0.00,0,0,0,0
Nissan Juke topic GDN,20131128,474405,1140,7296.73,6.40,0.24,0.00,0,0,0,0
Nissan Juke topic GDN,20131129,546544,884,5599.56,6.33,0.16,0.00,0,0,0,0
Nissan Juke topic GDN,20131130,478949,817,5364.42,6.57,0.17,0.00,0,0,0,0
Nissan Juke topic GDN,20131201,223294,194,1247.94,6.43,0.09,0.00,0,0,0,0
Nissan Juke topic GDN,20131202,163377,202,1391.45,6.89,0.12,0.00,0,0,0,0
Nissan Juke topic GDN,20131203,77719,195,1287.14,6.60,0.25,0.00,0,0,0,0
Nissan Juke topic GDN,20131204,81741,224,1279.18,5.71,0.27,0.00,0,8,0,0
Nissan Juke topic GDN,20131205,92956,202,1242.23,6.15,0.22,0.00,131,164,0,0
Nissan Juke topic GDN,20131206,82823,201,1194.68,5.94,0.24,0.00,156,189,0,0
Nissan Juke topic GDN,20131207,86339,206,1179.37,5.73,0.24,0.00,164,213,0,0
Nissan Juke topic GDN,20131208,101416,194,1186.06,6.11,0.19,0.00,123,172,0,0
Nissan Juke topic GDN,20131209,96197,202,1223.45,6.06,0.21,0.00,98,115,0,0
Nissan Juke topic GDN,20131210,104649,175,1215.16,6.94,0.17,0.00,98,107,0,0
Nissan Juke topic GDN,20131211,76965,186,1207.1,6.49,0.24,0.00,107,123,0,0
Nissan Juke topic GDN,20131212,99849,200,1219.66,6.10,0.20,0.00,131,139,0,0
Nissan Juke topic GDN,20131213,118788,176,1157.06,6.57,0.15,0.00,66,115,0,0
Nissan Juke topic GDN,20131214,198106,152,1096.54,7.21,0.08,0.00,57,74,0,0
Nissan Juke topic GDN,20131215,102643,176,1129.29,6.42,0.17,0.00,148,197,0,0
Nissan Juke topic GDN,20131216,90545,202,1245.2,6.16,0.22,0.00,131,172,8,0
Nissan Juke topic GDN,20131217,224464,175,1246.24,7.12,0.08,0.00,90,107,0,0
Nissan Juke topic GDN,20131218,191152,166,1205.88,7.26,0.09,0.00,123,172,0,0
Nissan Juke topic GDN,20131219,94292,173,1159.53,6.70,0.18,0.00,115,164,8,0
Nissan Juke topic GDN,20131220,102265,213,1275.41,5.99,0.21,0.00,115,139,0,0
Nissan Juke topic GDN,20131221,116181,185,1177.4,6.36,0.16,0.00,66,139,0,0
Nissan Juke topic GDN,20131222,124287,184,1189.67,6.47,0.15,0.00,98,107,0,0
Nissan Juke topic GDN,20131223,115032,169,1200.15,7.10,0.15,0.00,107,123,0,0
Nissan Juke topic GDN,20131224,143192,176,1184.25,6.73,0.12,0.00,115,197,8,0
Nissan Juke topic GDN,20131225,75484,96,616.12,6.42,0.13,0.00,41,49,0,0
Nissan Juke topic GDN,20140102,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan Juke topic GDN,20140114,570381,222,1052.7,4.74,0.04,0.00,90,115,0,0
Nissan Juke topic GDN,20140115,415246,208,1049.07,5.04,0.05,0.00,115,139,0,0
Nissan Juke topic GDN,20140116,200907,186,1039.85,5.59,0.09,0.00,82,98,0,0
Nissan Juke topic GDN,20140117,88305,169,1016.79,6.02,0.19,0.00,98,238,0,0
Nissan Juke topic GDN,20140118,97724,164,1006.36,6.14,0.17,0.00,107,123,0,0
Nissan Juke topic GDN,20140119,113794,170,1012.42,5.96,0.15,0.00,66,90,0,0
Nissan Juke topic GDN,20140120,73006,138,871.18,6.31,0.19,0.00,66,82,0,0
Nissan Juke topic GDN,20140121,234023,95,613.43,6.46,0.04,0.00,16,25,0,0
Nissan Juke topic GDN,20140122,116260,77,550.11,7.14,0.07,0.00,41,66,0,0
Nissan Juke topic GDN,20140123,108447,72,485.04,6.74,0.07,0.00,25,33,0,0
Nissan Juke topic GDN,20140124,51085,71,489.23,6.89,0.14,61.15,33,41,0,0
Nissan Juke topic GDN,20140125,42428,89,584.7,6.57,0.21,0.00,25,33,8,0
Nissan Juke topic GDN,20140126,33106,96,594.06,6.19,0.29,0.00,25,41,0,0
Nissan Juke topic GDN,20140127,33539,97,589.94,6.08,0.29,0.00,33,49,0,0
Nissan Juke topic GDN,20140128,40994,94,614.31,6.54,0.23,0.00,49,82,0,0
Nissan Juke topic GDN,20140129,35771,104,625.07,6.01,0.29,0.00,33,33,0,0
Nissan Juke topic GDN,20140130,44762,100,594.31,5.94,0.22,0.00,41,49,0,0
Nissan Juke topic GDN,20140131,33589,86,553.77,6.44,0.26,0.00,16,16,0,0
Nissan Juke topic GDN,20140201,94046,212,1038.93,4.90,0.23,0.00,66,82,0,0
Nissan Juke topic GDN,20140202,57320,221,1042.27,4.72,0.39,0.00,57,82,0,0
Nissan Juke topic GDN,20140203,61833,191,1107.42,5.80,0.31,0.00,66,82,0,0
Nissan Juke topic GDN,20140204,78984,200,1097.95,5.49,0.25,0.00,107,148,0,0
Nissan Juke topic GDN,20140205,63111,171,1065.09,6.23,0.27,0.00,66,115,0,0
Nissan Juke topic GDN,20140206,77800,182,1057.27,5.81,0.23,0.00,74,115,25,0
Nissan Juke topic GDN,20140207,69726,191,1028.22,5.38,0.27,0.00,82,123,0,0
Nissan Juke topic GDN,20140208,52465,181,1025.38,5.67,0.34,0.00,82,131,0,0
Nissan Juke topic GDN,20140209,50770,194,1027.22,5.29,0.38,0.00,57,82,8,0
Nissan Juke topic GDN,20140210,52939,187,1077.7,5.76,0.35,0.00,90,107,0,0
Nissan Juke topic GDN,20140211,61586,167,929.56,5.57,0.27,116.20,49,66,0,0
Nissan Juke topic GDN,20140212,68213,165,924.37,5.60,0.24,0.00,49,57,0,0
Nissan Juke topic GDN,20140213,118118,119,859.97,7.23,0.10,0.00,66,107,0,0
Nissan March,20130323,92787,609,4108,6.75,0.66,0.00,320,549,8,0
Nissan March,20130324,51167,915,5446.2,5.95,1.79,0.00,558,836,74,0
Nissan March,20130325,23434,1412,5904.55,4.18,6.03,369.03,787,1271,66,0
Nissan March,20130326,26156,1382,5783.99,4.19,5.28,0.00,795,1287,49,0
Nissan March,20130327,28856,1589,5667.61,3.57,5.51,0.00,1033,1812,156,0
Nissan March,20130328,26249,1669,5488.8,3.29,6.36,0.00,976,1640,107,0
Nissan March,20130329,26484,1417,5308.68,3.75,5.35,0.00,869,1410,139,0
Nissan March,20130330,24263,1122,4982.64,4.44,4.62,0.00,680,1131,98,0
Nissan March,20130331,21725,1209,4873.46,4.03,5.57,609.18,607,1066,115,0
Nissan March,20130401,31188,1350,5650.38,4.19,4.33,226.02,787,1263,90,0
Nissan March,20130402,27503,1497,5637.42,3.77,5.44,0.00,869,1640,74,0
Nissan March,20130403,27171,1501,5549.32,3.70,5.52,0.00,1025,1574,156,0
Nissan March,20130404,26770,1309,5434.26,4.15,4.89,0.00,713,1263,131,0
Nissan March,20130405,30074,1391,5325.69,3.83,4.63,0.00,976,1673,197,0
Nissan March,20130406,27401,1198,5319.24,4.44,4.37,0.00,582,1066,164,0
Nissan March,20130407,29575,1193,5331.49,4.47,4.03,0.00,762,1369,156,0
Nissan March,20130408,28057,1353,5582.84,4.13,4.82,0.00,762,1353,197,0
Nissan March,20130409,28664,1390,5579.21,4.01,4.85,0.00,771,1328,139,0
Nissan March,20130410,30059,1200,5477.13,4.56,3.99,0.00,697,1164,98,0
Nissan March,20130411,19772,1194,3805.58,3.19,6.04,0.00,754,1205,123,0
Nissan March,20130412,21809,1011,3779.39,3.74,4.64,0.00,566,918,66,0
Nissan March,20130413,30565,848,5471.03,6.45,2.77,0.00,492,795,90,0
Nissan March,20130414,31292,981,5467.1,5.57,3.13,0.00,558,812,74,0
Nissan March,20130415,30795,1060,4934.1,4.65,3.44,0.00,558,992,74,0
Nissan March,20130416,26752,1305,5703.95,4.37,4.88,0.00,607,1164,131,0
Nissan March,20130417,26081,1777,5672.43,3.19,6.81,0.00,1058,1714,82,0
Nissan March,20130418,29905,1770,5600.71,3.16,5.92,0.00,1115,1812,164,0
Nissan March,20130419,30262,1600,5478.01,3.42,5.29,0.00,1058,1861,279,0
Nissan March,20130420,21584,1490,4409.61,2.96,6.90,0.00,828,1459,172,0
Nissan March,20130421,20123,1328,3827.52,2.88,6.60,0.00,795,1287,131,0
Nissan March,20130422,29463,1621,5712.92,3.52,5.50,714.12,853,1459,115,0
Nissan March,20130423,22884,1374,4571.35,3.33,6.00,0.00,689,1246,66,0
Nissan March,20130424,18502,1415,3472.41,2.45,7.65,217.03,1017,1582,172,0
Nissan March,20130425,22485,1358,4166.23,3.07,6.04,0.00,623,1181,123,0
Nissan March,20130426,23747,1234,4339.97,3.52,5.20,0.00,902,1246,123,0
Nissan March,20130427,24039,1160,4681.01,4.04,4.83,0.00,639,1131,148,0
Nissan March,20130428,23365,1118,4023.6,3.60,4.78,0.00,639,1066,123,0
Nissan March,20130429,37646,1353,6200.75,4.58,3.59,0.00,820,1353,164,0
Nissan March,20130430,31675,1275,5943.7,4.66,4.03,0.00,779,1361,107,0
Nissan March,20130501,17557,1014,3161.46,3.12,5.78,0.00,590,910,98,0
Nissan March,20130502,28897,1237,5404.86,4.37,4.28,0.00,713,1222,123,0
Nissan March,20130503,29255,1091,5259.48,4.82,3.73,0.00,631,1017,66,0
Nissan March,20130504,28587,1143,5281.7,4.62,4.00,0.00,541,1008,107,0
Nissan March,20130505,30550,1120,5240.44,4.68,3.67,0.00,623,1000,98,0
Nissan March,20130506,29631,1193,5581.48,4.68,4.03,0.00,779,1345,164,0
Nissan March,20130507,29395,1210,5489.72,4.54,4.12,686.22,697,1148,82,0
Nissan March,20130508,26085,1133,5485.41,4.84,4.34,0.00,607,1058,82,0
Nissan March,20130509,28142,1157,5360.64,4.63,4.11,0.00,762,1238,107,0
Nissan March,20130510,22934,1152,5042.35,4.38,5.02,0.00,762,1238,57,0
Nissan March,20130511,25254,1087,5099.77,4.69,4.30,0.00,631,1082,49,0
Nissan March,20130512,22229,996,4194,4.21,4.48,0.00,541,926,82,0
Nissan March,20130513,19472,1142,4355.43,3.81,5.86,0.00,607,1115,123,0
Nissan March,20130514,18472,1086,3482.75,3.21,5.88,0.00,648,1082,115,0
Nissan March,20130515,18007,996,3616.23,3.63,5.53,0.00,648,959,82,0
Nissan March,20130516,26217,1235,5432.14,4.40,4.71,0.00,787,1205,74,0
Nissan March,20130517,27033,1134,5132.01,4.53,4.19,0.00,648,1017,98,0
Nissan March,20130518,24676,1074,4824.26,4.49,4.35,0.00,598,1058,82,0
Nissan March,20130519,29554,1132,5653.71,4.99,3.83,0.00,664,1099,156,0
Nissan March,20130520,18047,860,3396.29,3.95,4.77,0.00,484,762,57,0
Nissan March,20130521,25584,979,4648.72,4.75,3.83,0.00,533,1017,98,0
Nissan March,20130522,27629,1113,5745.01,5.16,4.03,0.00,656,1148,66,0
Nissan March,20130523,28145,1092,6231.34,5.71,3.88,0.00,639,1140,90,0
Nissan March,20130524,21667,1022,4730.57,4.63,4.72,0.00,484,828,107,0
Nissan March,20130525,30465,1226,6031.32,4.92,4.02,0.00,721,1156,98,0
Nissan March,20130526,24512,1020,4522.25,4.43,4.16,0.00,574,1025,131,0
Nissan March,20130527,31806,1316,6068.71,4.61,4.14,0.00,771,1279,148,0
Nissan March,20130528,34687,1065,6341.27,5.95,3.07,0.00,623,1181,148,0
Nissan March,20130529,32046,1229,6355.6,5.17,3.84,397.23,689,1123,98,0
Nissan March,20130530,30723,1288,6368.22,4.94,4.19,0.00,730,1287,156,0
Nissan March,20130531,36445,1358,6372.81,4.69,3.73,0.00,787,1213,0,0
Nissan March,20130601,0,0,0,0.00,0.00,0.00,0,66,0,0
Nissan March,20130602,0,0,0,0.00,0.00,0.00,0,66,8,0
Nissan March,20130603,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan March,20130604,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan March,20130605,0,0,0,0.00,0.00,0.00,0,16,0,0
Nissan March,20130606,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan March,20130607,0,0,0,0.00,0.00,0.00,0,16,8,0
Nissan March,20130608,0,0,0,0.00,0.00,0.00,0,33,0,0
Nissan March,20130609,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan March,20130610,0,0,0,0.00,0.00,0.00,0,41,0,0
Nissan March,20130611,0,0,0,0.00,0.00,0.00,0,180,41,0
Nissan March,20130612,0,0,0,0.00,0.00,0.00,0,90,16,0
Nissan March,20130613,0,0,0,0.00,0.00,0.00,0,82,25,0
Nissan March,20130614,0,0,0,0.00,0.00,0.00,0,107,25,0
Nissan March,20130615,0,0,0,0.00,0.00,0.00,0,66,8,0
Nissan March,20130616,0,0,0,0.00,0.00,0.00,0,98,33,0
Nissan March,20130617,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan March,20130618,0,0,0,0.00,0.00,0.00,0,49,8,0
Nissan March,20130619,0,0,0,0.00,0.00,0.00,0,66,33,0
Nissan March,20130620,0,0,0,0.00,0.00,0.00,0,49,8,0
Nissan March,20130621,0,0,0,0.00,0.00,0.00,0,25,16,0
Nissan March,20130622,0,0,0,0.00,0.00,0.00,0,33,0,0
Nissan March,20130623,0,0,0,0.00,0.00,0.00,0,41,25,0
Nissan March,20130624,0,0,0,0.00,0.00,0.00,0,49,41,0
Nissan March,20130625,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan March,20130626,0,0,0,0.00,0.00,0.00,0,66,16,0
Nissan March,20130627,0,0,0,0.00,0.00,0.00,0,41,8,0
Nissan March,20130628,0,0,0,0.00,0.00,0.00,0,66,57,0
Nissan March,20130629,0,0,0,0.00,0.00,0.00,0,25,8,0
Nissan March,20130630,0,0,0,0.00,0.00,0.00,0,57,8,0
Nissan March,20130701,0,0,0,0.00,0.00,0.00,0,33,0,0
Nissan March,20130702,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan March,20130703,0,0,0,0.00,0.00,0.00,0,25,0,0
Nissan March,20130704,0,0,0,0.00,0.00,0.00,0,8,0,0
Nissan March,20130705,0,0,0,0.00,0.00,0.00,0,33,16,0
Nissan March,20130706,0,0,0,0.00,0.00,0.00,0,25,8,0
Nissan March,20130707,0,0,0,0.00,0.00,0.00,0,25,8,0
